COD,DESC,CANTIDAD,COMPRO,CLIENTES,MESES,PESO,ANCHO,LARGO,ALTO,CD
ROD32009PEE,PER.32009X,43,20,10,14,0.353,90,90,22,CC1
ROD32010SKF,32010 X,480,207,98,36,0.391,30,84,86,AB1
ROD32010PEE,PER.32010X-G,29,11,10,10,0.366,90,90,22,CC1
ROD32011SKF,32011 X,265,121,71,35,0.578,32,94,96,AB1
ROD32012SKF,32012 X/QCL7C,54,32,26,20,0.604,29,104,106,BC1
ROD32013SKF,32013 X,101,59,43,24,0.653,29,104,106,BB1
ROD32014SKF,32014 X/Q,136,80,44,32,0.882,31,114,116,BB1
ROD32015SKF,32015 X,54,33,24,18,0.94,33,124,126,BC1
ROD32016SKF,32016 X,65,33,22,16,1.303,35,134,136,BC1
ROD32017SKF,32017 X,8,9,7,7,1.381,35,134,136,CC1
ROD32018SKF2,32018 X,272,97,51,33,1.78,40,144,146,AB1
ROD32019SKF,32019 X/Q,51,34,22,22,1.89,40,155,157,BC1
ROD32020SKF,32020 X,125,69,34,28,1.954,40,155,157,AB1
ROD32021SKF,32021 X/Q,4,4,3,3,2.495,41,168,165,CD2
ROD32032SKF,32032 X,1,1,1,1,8.002,260,265,60,OO9
ROD32022SKF,32022 X,21,19,15,12,3.134,44,178,175,CC1
ROD32024SKF,32024 X,43,29,18,17,3.366,45,184,186,BC1
ROD32026SKF,32026 X,15,13,9,11,5.093,228,228,56,BC1
ROD32028SKF,32028 X,10,7,4,5,5.401,230,235,56,BD1
ROD32028SKF2,32028 X/DF,2,1,1,1,11.069,230,235,96,OO9
ROD32044SKF,32044 X,3,3,1,2,24.643,360,365,87,BD9
ROD33010SKF,33010/Q,4,4,4,4,0.4665,30,84,86,CD2
ROD33011SKF,33011/Q,26,19,16,13,0.686,32,94,96,CC1
ROD33012SKF,33012/Q,17,14,10,13,0.736,34,104,106,CC1
ROD33013SKF,33013,45,31,14,19,0.775,34,104,106,BC1
ROD33014SKF,33014,22,6,4,5,1.1046,39,114,116,BD1
ROD33015SKF,33015,40,24,17,18,1.194,39,124,126,BC1
ROD33016SKF,33016/Q,6,4,4,4,1.646,44,133,135,CD2
ROD33017SKF,33017,16,18,16,13,1.739,42,134,136,CC1
ROD33018SKF,33018/Q,24,4,4,3,2.247,45,144,146,CD9
ROD33019SKF,33019,152,117,62,33,2.359,45,154,156,AB1
ROD33020SKF,33020,76,48,31,26,2.443,45,154,156,BC1
ROD33021SKF,33021,52,51,31,23,3.102,47,164,166,BC1
ROD33022SKF,33022,86,57,36,27,3.896,51,178,175,AB1
ROD33024SKF,33024,8,1,1,1,4.256,56,188,185,BD9
ROD33108SKF,33108/Q,9,8,7,7,0.514,30,84,86,CD1
ROD33109SKF2,33109/Q,122,35,24,23,0.564,35,84,86,BC1
ROD33110SKF,33110/Q,8,7,5,7,0.605,32,94,96,CD2
ROD33111SKF,33111/Q,32,25,20,19,0.882,40,104,106,CC1
ROD33112SKF,33112/Q,20,19,10,10,0.944,40,104,106,CC1
ROD331474SKF,331474/Q,13,10,8,7,0.925,40,104,106,CD2
ROD33113SKF2,33113,82,49,31,28,1.3098,44,114,116,BB1
ROD33114SKF,33114,40,35,28,22,1.721,44,124,126,BC1
ROD33115SKF,33115/Q,75,44,27,26,1.821,44,133,135,BC1
ROD33116SKF,33116/Q,54,44,31,24,1.916,44,133,135,BC1
ROD33117SKF,33117/Q,36,19,11,13,2.483,45,144,146,BC1
ROD33118SKF,33118/Q,2,2,1,2,3.162,55,154,156,OO9
ROD33122SKF,33122,4,7,2,4,5.694,200,205,76,CD2
ROD33205SKF,33205/QVQ077,212,129,76,35,0.2265,29,65,67,BB1
ROD33206SKF2,33206/Q,48,20,13,15,0.366,34,76,78,CC1
ROD33207SKF,33207,81,35,23,22,0.543,34,76,78,BC1
ROD33208SKF,33208,831,354,165,36,0.739,39,84,86,AB1
ROD33209SKF2,33209,120,72,42,31,0.813,37,94,96,BB1
ROD33210SKF,33210,140,98,55,34,0.874,37,94,96,BB1
ROD33211SKF,33211,88,42,25,20,1.192,44,104,106,BC1
ROD33212SKF2,33212/Q A,43,26,13,16,1.54,40,110,110,CC1
ROD33213SKF2,33213,195,108,61,35,2.029,50,124,126,AB1
ROD517SKF2,BT1-0517,83,48,31,22,2.028,50,124,126,BC1
ROD33214SKF,33214,90,45,32,25,2.141,49,134,136,AB1
ROD33215SKF,33215,170,96,49,32,2.235,49,134,136,AB1
ROD33216SKF,33216,36,13,5,9,2.956,55,144,146,BD1
ROD33217SKF,33217,68,24,10,18,3.626,55,154,156,AC1
ROD70SKF19,T2ED 070/QCLNVB061,32,28,20,17,2.436,49,134,136,BC1
ROD353115SKF,353115,11,6,4,6,0.3775,28,76,78,CD1
ROD51100SKF,51100,2,2,2,2,0.0222,17,45,47,CD2
ROD51101SKF,51101,2,2,2,2,0.0242,17,45,47,CD2
ROD51102SKF,51102,113,16,9,11,0.0248,17,45,47,CC1
ROD51103SKF,51103,34,10,8,6,0.0281,17,45,47,CD1
ROD51104SKF,51104,125,49,31,25,0.0404,17,45,47,CB1
ROD51105SKF,51105,78,35,25,21,0.0605,17,45,47,CC1
ROD51106SKF,51106,257,65,39,29,0.069,19,50,52,BB1
ROD51107SKF,51107,58,38,25,19,0.0899,19,55,57,CC1
ROD51108SKF,51108,190,48,26,26,0.1236,22,65,67,BC1
ROD51109SKF,51109,36,21,17,18,0.1536,23,76,78,CC1
ROD51110SKF,51110,170,57,39,28,0.167,23,76,78,BB1
ROD51111SKF,51111,96,42,18,22,0.232,25,84,86,BC1
ROD51112SKF,51112,103,31,21,22,0.3086,23,89,91,BC1
ROD51113SKF,51113,2,2,2,2,0.34,27,94,96,CD2
ROD51114SKF,51114,46,15,8,9,0.3575,25,104,106,BC1
ROD51115SKF,51115,16,14,10,12,0.4142,25,104,106,CD1
ROD51116SKF,51116,11,9,5,9,0.43,26,114,116,CD1
ROD51117SKF,51117,30,20,14,11,0.442,26,114,116,CC1
ROD51118SKF,51118,52,29,17,20,0.675,28,124,126,CC1
ROD51120SKF,51120,15,9,3,6,0.9977,32,144,146,CD2
ROD51122SKF,51122,3,3,3,3,1.0706,32,154,156,CD2
ROD51124SKF,51124,2,2,2,2,1.1544,34,164,166,CD9
ROD51128SKF,51128,24,2,2,2,1.925,39,188,185,BD2
ROD51144SKF2,51144 M,4,1,1,1,4.7,53,280,285,BD9
ROD51201SKF,51201,16,3,2,2,0.0352,17,45,47,CD2
ROD51202SKF,51202,12,6,3,4,0.0462,17,45,47,CD2
ROD51203SKF,51203,12,9,6,8,0.0536,17,45,47,CD1
ROD51204SKF,51204,147,20,12,14,0.084,19,50,52,CC1
ROD51205SKF,51205,294,30,22,20,0.1165,19,50,52,BC1
ROD51206SKF,51206,31,22,17,16,0.136,19,55,57,CC1
ROD51207SKF,51207,52,17,12,12,0.2124,22,65,67,CC1
ROD51208SKF,51208,73,34,20,20,0.2796,23,76,78,CC1
ROD51209SKF,51209,46,24,15,18,0.2945,28,76,78,CC1
ROD51210SKF,51210,95,55,30,27,0.3713,25,84,86,BC1
ROD51211SKF,51211,31,20,11,10,0.6,32,94,96,CD2
ROD51212SKF,51212,71,35,13,18,0.66,34,104,106,BC1
ROD51213SKF,51213,28,15,10,11,0.74,34,104,106,CD1
ROD51214SKF,51214,47,19,10,12,0.79,31,114,116,CC1
ROD51215SKF,51215,10,5,5,4,0.831,31,114,116,CD2
ROD51216SKF,51216,8,7,5,5,0.91,33,124,126,CD1
ROD51217SKF,51217,10,4,3,4,1.236,35,134,136,CD2
ROD51218SKF,51218,2,4,3,3,1.6824,40,144,146,CD2
ROD51220SKF,51220,7,5,3,5,2.206,53,157,161,CD2
ROD217SKF10,U 217,6,2,2,2,0.328,29,134,136,CD9
ROD51305SKF,51305,19,8,5,7,0.171,26,55,57,CD1
ROD51306SKF,51306,15,8,6,7,0.2577,29,65,67,CD2
ROD51307SKF,51307,3,2,2,2,0.3702,28,76,78,CD2
ROD51308SKF,51308,19,11,6,7,0.542,35,84,86,CD1
ROD51309SKF,51309,13,6,4,5,0.663,32,94,96,CD2
ROD51310SKF,51310,24,9,5,8,0.946,34,104,106,CD1
ROD51311SKF,51311,47,19,6,11,1.288,39,114,116,BC1
ROD51312SKF,51312,14,9,3,7,1.344,39,114,116,CD1
ROD51313SKF,51313,8,6,5,6,1.4644,39,124,126,CD2
ROD51314SKF,51314,22,12,7,8,1.9854,44,133,135,CD1
ROD51315SKF,51315,10,10,4,8,2.5904,50,144,146,CD1
ROD51316SKF,51316,5,4,3,4,2.7,50,144,146,CD2
ROD51318SKF,51318,5,3,2,3,3.7489,57,164,166,BD2
ROD51406SKF,51406,21,11,3,6,0.5191,34,76,78,CD2
ROD51407SKF,51407,2,1,1,1,0.763,39,84,86,CD9
ROD51410SKF,51410,7,7,1,6,2.034,49,114,116,CD9
ROD51413SKF,51413 TN9,4,4,3,4,3.9988,154,154,62,CD2
ROD52202SKF,52202,60,3,1,3,0.086,26,55,57,OO9
ROD52210SKF,52210,8,8,6,8,0.7,92,92,48,CD1
ROD52211SKF,52211,3,2,1,2,1.086,102,102,53,CD9
ROD52212SKF,52212,1,1,1,1,1.195,112,112,51,CD9
ROD52213SKF,52213,1,1,1,1,1.315,112,112,52,OO9
ROD52216SKF,52216,8,6,2,4,1.6776,134,134,56,CD2
ROD52217SKF,52217,1,1,1,1,2.3,59,134,136,CD9
ROD52306SKF,52306,1,1,1,1,0.468,49,65,67,CD9
ROD52307SKF,52307,3,2,2,2,0.7,49,76,78,CD9
ROD52308SKF,52308,3,3,3,3,1.0348,92,92,54,CD9
ROD54207SKF,54207,7,3,3,3,0.4273,49,65,67,CD2
ROD7000SKF,7000 CD/P4A,4,1,1,1,0.0249,17,45,47,OO9
ROD7003SKF,7003 CD/P4A,8,1,1,1,0.042,17,45,47,OO9
ROD7006SKF2,7006 CDGA/P4A,6,5,2,4,0.12,22,65,67,CD2
ROD7007SKF3,7007 CD/P4ADGA,35,9,1,7,0.322,44,65,67,AD2
ROD7008SKF,7008 ACD/P4A,1,1,1,1,0.202,23,75,77,OO9
ROD7011SKF,7011 CD/P4A,1,1,1,1,0.389,27,93,95,CD9
ROD7011SKF3,7011 CD/P4ADGA,47,40,15,22,0.777,54,93,95,AC1
ROD7014SKF5,7014 CD/P4ADGA,6,3,1,3,1.235,54,114,122,BD9
ROD7012SKF2,7012 ACDGA/P4A,1,1,1,1,0.418,25,103,105,OO9
ROD7012SKF3,7012 CD/P4A,24,10,1,9,0.418,25,103,105,BD1
ROD7012SKF4,7012 CD/P4ADGA,11,9,2,9,0.837,50,103,105,BD1
ROD7013SKF2,7013 ACDGA/P4A,2,1,1,1,0.439,25,103,105,CD9
ROD7204SKF6,7204 CD/P4ADBB,5,2,1,2,0.215,44,65,67,OO9
ROD7204SKF7,7204 CD/P4ADGA,8,3,1,3,0.215,44,65,67,BD9
ROD7206SKF2,7206 ACD/P4ATGB,1,1,1,1,0.615,66,65,67,CD9
ROD7206SKF10,7206 CD/P4ADGA,10,9,1,9,0.41,44,65,67,BC1
ROD7204SKF4,7204 BEP,136,43,26,20,0.105,19,50,52,BB1
ROD7207SKF7,7207 CD/P4A,6,1,1,1,0.294,23,75,77,CD9
ROD7208SKF2,7208 ACD/P4ADBC,2,1,1,1,0.766,50,83,85,OO9
ROD7208SKF10,7208 CD/P4ADGA,0,2,1,1,0.766,50,83,85,OO9
ROD7210SKF2,7210 ACDGA/P4A,4,1,1,1,0.475,27,93,95,CD9
ROD7210SKF7,7210 CD/P4ADGA,35,35,11,23,0.949,54,93,95,AC1
ROD7211SKF5,7211 CD/P4ADGA,3,5,2,4,1.244,54,114,122,CD9
ROD6205SKF6,6205 MA/C3,22,6,1,6,0.1474,22,65,67,CD9
ROD6205SKF21,6205-2RSLTN9/HC5C3WT,4,3,2,2,0.122,22,65,67,CD2
ROD6210SKF3,6210 MA/C3,28,16,5,12,0.552,25,104,106,BD1
ROD6215SKF18,6215/C3VL0241,1,1,1,1,1.2145,40,144,146,CD9
ROD21313SKF4,21313 EK/C3,12,4,2,3,2.5361,40,144,146,CD2
ROD21314SKF,21314 E,47,34,15,20,3.1918,45,154,156,BC1
ROD21314SKF2,21314 E/C3,6,5,3,3,3.1918,45,154,156,CD9
ROD21316SKF,21316 E,13,9,5,8,4.6007,46,177,181,BD2
ROD21316SKF2,21316 E/C3,16,9,6,7,4.6007,46,177,181,BD1
ROD22212SKF,22212 E,285,117,56,32,1.1755,33,124,126,AB1
ROD22216SKF4,22216 EK,589,231,70,36,2.0969,40,144,146,AB1
ROD22316SKF6,22316 E,143,64,22,28,6.3497,65,177,181,AC1
ROD22318SKF5,22318 E,54,42,18,17,8.8151,73,200,205,AC1
AUT4515SKF,VKUA 4515 A,1,1,1,1,0.39,110,110,50,CD9
AUT4532SKF,VKUA 4532 A,1,1,1,1,2.748,62,154,156,OO9
ROD6209SKF,6209,204,48,20,27,0.42,23,89,91,CC1
AUT4511SKF,VKUA 4511 A,2,2,2,2,0.41,,,,OO9
ROD6319SKF,6319,29,17,8,11,5.7706,58,220,225,BD1
AUT4528SKF,VKUA 4528 A,3,2,2,2,3.4,,,,OO9
AUT4544SKF,VKUA 4544 A,3,2,2,2,1.99,,,,CD9
AUT4569SKF,VKUA 4569 A,1,1,1,1,1.2166,45,115,120,CD9
AUT4574SKF,VKUA 4574 A,1,1,1,1,2.32,62,154,156,CD9
AUT4538SKF,VKUA 4538 A,1,1,1,1,,,,,OO9
ROD6317SKF,6317,137,34,12,20,4.23,51,197,201,AC1
AUT4541SKF,VKUA 4541 A,2,2,2,2,2.36,154,152,62,CD9
AUT4505SKF,VKUA 4505 A,1,1,1,1,,,,,OO9
ROD308SKF,308,1,1,1,1,0.6895,27,94,96,CD9
ROD6000SKF,6000,69,18,9,15,0.02,9,60,60,CC1
ROD6001SKF2,6001 TN9/C3,2,1,1,1,0.0214,9,60,60,CD9
ROD6002SKF,6002,79,14,8,11,0.0308,17,45,47,CC1
ROD6004SKF2,6004 TN9/C3,13,8,3,5,0.0688,19,55,57,CD1
ROD6004SKF4,6004/C3,18,3,1,3,0.0726,19,55,57,CD9
ROD6005SKF,6005,73,19,12,14,0.0807,19,55,57,CC1
ROD6005SKF3,6005/C3,14,8,6,7,0.0808,19,55,57,CD1
ROD6006SKF,6006,99,17,8,15,0.1174,22,65,67,CC1
ROD6006SKF5,6006/C3,2,1,1,1,0.1174,22,65,67,OO9
ROD6007SKF6,6007/C3,1,1,1,1,0.1524,22,65,67,CD9
ROD6007SKF5,6007 NR/C3,25,17,13,12,0.166,23,76,78,CC1
ROD6008SKF6,6008/C3,11,6,6,5,0.197,23,76,78,CD2
ROD6008SKF7,6008/C4,32,6,1,5,0.197,23,76,78,CD1
ROD6008SKF5,6008 NR,4,3,2,3,0.209,25,84,86,CD9
ROD6009SKF,6009,46,18,12,12,0.25,25,84,86,CC1
ROD6009SKF3,6009/C3,13,6,2,6,0.25,25,84,86,CD1
ROD6009SKF2,6009 NR,45,33,27,24,0.259,23,89,91,CC1
ROD6010SKF,6010,31,19,16,16,0.27,25,84,86,CC1
ROD6010SKF3,6010/C3,34,15,6,11,0.27,25,84,86,CC1
ROD6010SKF2,6010 NR,14,8,7,7,0.283,27,94,96,CD1
ROD6011SKF,6011,55,19,14,16,0.3929,25,104,106,CC1
ROD6011SKF3,6011/C3,39,14,5,12,0.3929,25,104,106,CC1
ROD6011SKF2,6011 NR,25,14,7,11,0.408,25,104,106,CC1
ROD6012SKF,6012,107,47,22,24,0.4167,25,104,106,CC1
ROD6012SKF2,6012/C3,9,6,6,6,0.4167,25,104,106,CD1
ROD6013SKF3,6013/C3,28,23,9,16,0.4558,26,114,116,CC1
ROD6013SKF2,6013 NR,7,6,5,6,0.4716,26,114,116,CD2
ROD6014SKF7,6014/C3,8,2,1,2,0.6304,28,124,126,CD9
ROD6014SKF2,6014 M,69,26,9,17,0.716,28,124,126,BC1
ROD6014SKF3,6014 M/C3,10,2,2,2,0.7209,28,124,126,CD9
ROD6014SKF4,6014 M/C3S0,2,3,1,2,,,,,CD9
ROD6014SKF6,6014 NR,1,1,1,1,0.6568,28,124,126,CD9
ROD6015SKF,6015,25,17,12,11,0.6644,28,124,126,CC1
ROD6015SKF2,6015 M,35,17,4,12,0.754,28,124,126,BC1
ROD6015SKF6,6015/C3,8,4,4,4,0.6644,28,124,126,CD2
ROD6015SKF5,6015 NR,2,2,1,2,0.6921,28,124,126,CD9
ROD6016SKF4,6016/C3,38,19,10,15,0.8883,29,134,136,CC1
ROD6017SKF5,6017/C3,28,20,7,15,0.9402,32,144,146,CD1
ROD6017SKF3,6017 NR,8,10,8,8,0.9756,32,144,146,CD1
ROD6018SKF,6018,17,10,7,8,1.1862,32,154,156,CD1
ROD6018SKF3,6018/C3,4,3,2,3,1.1862,32,154,156,CD9
ROD6019SKF,6019,23,9,4,7,1.2375,32,154,156,CD1
ROD6019SKF3,6019/C3,13,5,2,5,1.2475,32,154,156,CD2
ROD6021SKF,6021,64,16,6,11,1.6059,36,174,176,BC1
ROD6021SKF2,6021/C3,12,9,7,8,1.6059,36,174,176,CD2
ROD6021SKF3,6021/C4,3,1,1,1,1.6059,36,174,176,OO9
ROD6021SKF4,6021-2RS1,30,13,3,9,1.6192,36,174,176,BC1
ROD6024SKF8,6024-Z,4,2,1,2,2.173,33,194,196,CD9
ROD6022SKF,6022,6,5,4,4,2.0159,38,184,186,CD1
ROD6022SKF3,6022 M/C4,2,1,1,1,2.3813,38,184,186,CD9
ROD6022SKF4,6022/C3,2,1,1,1,2.0159,38,184,186,OO9
ROD6022SKF9,6022 NR,2,1,1,1,2.114,33,194,196,CD9
ROD6024SKF,6024,52,15,7,10,2.1464,33,194,196,CD2
ROD6024SKF2,6024/C3,2,1,1,1,2.1464,33,194,196,CD9
ROD6026SKF2,6026/C3,4,5,3,3,3.2784,46,217,221,CD9
ROD6030SKF4,6030-2Z,1,1,1,1,4.48,46,237,241,OO9
ROD6030SKF3,6030-2RS1,0,2,1,1,4.3534,46,237,241,CD9
ROD6030SKF2,6030/C3,2,1,1,1,4.2904,46,237,241,OO9
ROD6032SKF3,6032 M/C3,1,1,1,1,6.0255,46,247,251,CD9
ROD6000SKF8,6000-Z,2,1,1,1,0.0207,9,60,60,OO9
ROD6000SKF9,6000-ZTN9,40,1,1,1,0.0201,9,60,60,OO9
ROD6002SKF11,6002-Z,102,3,2,3,0.0325,10,57,49,OO9
ROD6003SKF14,6003-Z,12,2,2,2,0.0406,17,45,47,CD9
ROD6004SKF20,6004-Z,23,3,2,2,0.0741,19,55,57,CD9
ROD6010SKF9,6010-Z,2,1,1,1,0.276,25,84,86,CD9
ROD6017SKF11,6017-Z,2,1,1,1,0.954,32,144,146,CD9
ROD6018SKF9,6018-Z,8,1,1,1,1.2082,32,154,156,OO9
ROD6000SKF6,6000-2Z,1928,665,112,36,0.0216,9,60,60,BB1
ROD6000SKF7,6000-2Z/C3,429,174,43,36,0.0216,9,60,60,CB1
ROD6000SKF10,E2.6000-2Z/C3,1,1,1,1,0.0213,9,60,60,OO9
ROD6001SKF8,6001-2Z,1309,261,72,36,0.0239,9,60,60,BB1
ROD6001SKF9,6001-2Z/C3,188,58,22,27,0.0239,9,60,60,CB1
ROD6001SKF13,E2.6001-2Z/C3,13,4,4,4,0.0225,9,60,60,CD2
ROD6002SKF8,6002-2Z,1466,128,51,35,0.0332,17,45,47,BB1
ROD6002SKF9,6002-2Z/C3,228,51,19,26,0.0332,17,45,47,CC1
ROD6003SKF11,6003-2Z,385,4,2,2,0.0433,17,45,47,CD2
ROD6003SKF12,6003-2Z/C3GJN,463,99,45,33,0.0422,17,45,47,CB1
ROD6003SKF13,6003-2Z/GJN,1483,103,43,33,0.0422,17,45,47,CB1
ROD6003SKF17,W 6003-2Z,5,1,1,1,0.0417,17,45,47,OO9
ROD446961SKF,BB1B 446961 B,53,42,19,22,0.0362,17,45,47,CC1
ROD6004SKF13,6004-2Z,2876,163,57,36,0.0741,19,55,57,BB1
ROD6004SKF14,6004-2Z/C3,80,1,1,1,0.0754,19,55,57,CD9
ROD6004SKF15,6004-2Z/C3GJN,1058,116,43,33,0.0754,19,55,57,CB1
ROD6004SKF17,6004-2ZNR,90,7,3,6,0.076,19,55,57,CD1
ROD6004SKF9,6004-2RSHNR,6,1,1,1,0.0761,19,55,57,OO9
ROD6005SKF11,6005-2Z,1054,114,56,32,0.087,19,55,57,BB1
ROD6005SKF12,6005-2Z/C3,308,49,32,26,0.087,19,55,57,CB1
ROD6005SKF7,6005-2RSHNR,207,12,3,7,0.088,19,55,57,CD2
ROD6006SKF10,6006-2Z,597,67,32,33,0.1224,22,65,67,CB1
ROD6006SKF11,6006-2Z/C3,170,23,19,15,0.1204,22,65,67,CC1
ROD6007SKF12,6007-2Z,550,47,25,25,0.1594,22,65,67,CC1
ROD6007SKF14,6007-2Z/C3,257,21,13,14,0.1594,22,65,67,CC1
ROD6008SKF11,6008-2Z,260,31,21,21,0.206,23,76,78,CC1
ROD6008SKF13,6008-2Z/C3GJN,82,17,13,15,0.206,23,76,78,CC1
ROD6009SKF6,6009-2Z,249,58,28,30,0.26,25,84,86,BB1
ROD6009SKF7,6009-2Z/C3,48,17,10,11,0.26,25,84,86,CC1
ROD6010SKF7,6010-2Z,160,53,24,27,0.283,25,84,86,BC1
ROD6010SKF8,6010-2Z/C3,46,16,11,12,0.283,25,84,86,CC1
ROD6011SKF6,6011-2Z,78,29,20,16,0.4124,25,104,106,BC1
ROD6011SKF7,6011-2Z/C3,21,12,11,10,0.4124,25,104,106,CD1
ROD6012SKF5,6012-2Z,22,9,5,7,0.4414,25,104,106,CD1
ROD6012SKF6,6012-2Z/C3,37,14,10,10,0.4414,25,104,106,CC1
ROD6013SKF6,6013-2Z,51,14,9,9,0.4782,26,114,116,CD1
ROD6014SKF10,6014-2Z,105,52,15,25,0.6583,28,124,126,BC1
ROD6014SKF11,6014-2Z/C3,35,18,5,12,0.6583,28,124,126,CC1
ROD6015SKF9,6015-2Z,32,13,9,11,0.6933,28,124,126,CD2
ROD6015SKF10,6015-2Z/C3,6,2,2,2,0.6933,28,124,126,CD9
ROD6016SKF8,6016-2Z,26,12,5,10,0.9247,29,134,136,CC1
ROD6016SKF9,6016-2Z/C3,10,6,6,5,0.9247,29,134,136,CD2
ROD6017SKF8,6017-2Z,23,11,7,10,0.9777,32,144,146,CD2
ROD6017SKF9,6017-2Z/C3,1,1,1,1,0.9777,32,144,146,OO9
ROD6018SKF7,6018-2Z,17,9,5,9,1.243,32,154,156,CD1
ROD6020SKF7,6020-2Z,22,11,9,7,1.3255,34,164,166,CD1
ROD6020SKF8,6020-2Z/C3,1,1,1,1,1.3255,34,164,166,CD9
ROD6021SKF6,6021-2Z,5,3,2,3,1.6701,36,174,176,CD2
ROD6022SKF7,6022-2Z,32,4,2,4,2.1022,38,184,186,BD2
ROD6022SKF8,6022-2Z/C3,6,1,1,1,2.1022,38,184,186,OO9
ROD6024SKF6,6024-2Z,32,19,8,12,2.2435,33,194,196,BC1
ROD6024SKF7,6024-2Z/C3,1,1,1,1,2.2435,33,194,196,CD9
ROD6032SKF5,6032-2Z,5,3,2,3,5.3357,46,247,251,BD2
ROD6000SKF4,6000-2RSH,6045,509,205,36,0.0212,9,60,60,AB1
ROD6000SKF5,6000-2RSH/C3,2717,614,190,36,0.0207,9,60,60,AB1
ROD6001SKF10,6001-RSH,146,5,2,5,0.0227,9,60,60,CD2
ROD6001SKF4,6001-2RSH,7724,585,183,36,0.0228,9,60,60,AB1
ROD6001SKF5,6001-2RSH/C3,1928,407,141,36,0.0223,9,60,60,BB1
ROD6001SKF6,6001-2RSL,77,10,1,9,0.023,9,60,60,CD1
ROD6002SKF10,6002-RSH,166,9,2,8,0.0327,10,57,49,CC1
ROD6002SKF4,6002-2RSH,5788,481,175,36,0.0317,17,45,47,AB1
ROD6002SKF5,6002-2RSH/C3,2002,386,170,36,0.032,17,45,47,AB1
ROD6002SKF13,W 6002-2RS1,40,3,1,2,0.0327,12,80,80,CD9
ROD6003SKF4,6003-2RSH,635,31,13,20,0.042,17,45,47,CC1
ROD6003SKF5,6003-2RSH/C3,19,3,3,2,0.0405,17,45,47,CD2
ROD6003SKF6,6003-2RSH/C3GJN,8813,1451,368,36,0.0414,17,45,47,AA1
ROD6003SKF7,6003-2RSH/GJN,9003,1136,328,36,0.0414,17,45,47,AA1
ROD6003SKF9,6003-2RSL,505,28,1,19,0.0415,17,45,47,BC1
ROD603SKF,BB1-0603 AA,385,64,28,29,0.0397,17,45,47,BB1
ROD6003SKF16,W 6003-2RS1,40,5,2,5,0.0414,17,45,47,CD2
ROD3036SKF2,BB1-3036,27,7,6,6,0.0393,17,45,47,CD2
ROD6004SKF19,6004-RSH,40,2,1,2,0.0711,19,55,57,CD9
ROD6004SKF6,6004-2RSH,15163,1276,340,36,0.0746,19,55,57,AA1
ROD6004SKF7,6004-2RSH/C3,8639,901,253,36,0.0746,19,55,57,AB1
ROD6004SKF10,6004-2RSL,185,17,1,13,0.0716,13,65,57,BC1
ROD6004SKF12,6004-2RZ/LHT23,98,8,1,7,0.0746,19,55,57,CD9
ROD6004SKF22,W 6004-2RS1,46,6,2,5,0.0681,17,45,47,CD9
ROD6005SKF4,6005-2RSH,7181,700,260,36,0.0833,19,55,57,AB1
ROD6005SKF5,6005-2RSH/C3,35,2,2,2,0.0833,19,55,57,CD2
ROD6005SKF6,6005-2RSH/C3GJN,2982,516,217,36,0.0855,19,55,57,AB1
ROD605SKF,BB1-0605 AC,4029,83,40,30,0.0833,19,55,57,AB1
ROD6005SKF22,W 6005-2RS1,27,5,1,5,0.0826,19,55,57,CD2
ROD6006SKF6,6006-2RS1,5288,774,280,36,0.1214,22,65,67,AB1
ROD6006SKF7,6006-2RS1/C3,5407,1322,350,36,0.1214,22,65,67,AA1
ROD6007SKF7,6007-2RS1,188,20,10,15,0.1584,22,65,67,CC1
ROD6007SKF8,6007-2RS1/C3,25,5,3,4,0.1584,22,65,67,CD2
ROD6007SKF9,6007-2RS1/C3GJN,2428,526,212,36,0.1584,22,65,67,AB1
ROD6007SKF10,6007-2RS1/GJN,2105,415,210,36,0.1584,22,65,67,AB1
ROD6007SKF19,W 6007-2RS1,4,3,1,1,0.154,22,65,67,CD9
ROD6008SKF8,6008-2RS1,1674,286,147,36,0.203,23,76,78,AB1
ROD6008SKF10,6008-2RS1/C3GJN,1127,215,121,35,0.203,23,76,78,BB1
ROD6009SKF4,6009-2RS1,1202,298,142,36,0.259,25,84,86,AB1
ROD6009SKF5,6009-2RS1/C3,688,227,126,36,0.259,25,84,86,AB1
ROD6010SKF4,6010-2RS1,1479,237,129,36,0.281,25,84,86,AB1
ROD6010SKF5,6010-2RS1/C3,641,188,97,36,0.281,25,84,86,AB1
ROD6010SKF10,W 6010-2RS1,7,4,1,4,0.268,25,84,86,CD9
ROD6011SKF4,6011-2RS1,393,128,67,35,0.408,25,104,106,BB1
ROD6011SKF5,6011-2RS1/C3,290,110,49,33,0.408,25,104,106,AB1
ROD6012SKF3,6012-2RS1,386,101,59,33,0.4358,25,104,106,AB1
ROD6012SKF4,6012-2RS1/C3,198,81,45,32,0.4358,25,104,106,BB1
ROD6013SKF4,6013-2RS1,273,106,56,35,0.4704,26,114,116,AB1
ROD6013SKF5,6013-2RS1/C3,109,61,37,27,0.4704,26,114,116,BB1
ROD6014SKF8,6014-2RS1,529,150,93,35,0.6635,28,124,126,AB1
ROD6014SKF9,6014-2RS1/C3,221,94,55,30,0.6499,28,124,126,AB1
ROD6015SKF11,6015-Z,5,2,1,2,0.6754,28,124,126,CD9
ROD6015SKF7,6015-2RS1,114,62,47,32,0.6839,28,124,126,BB1
